text,like_count,author,is_favorited,_time_text,video_title,is_Hate?
"That's nice and all, but you're going to love this version https://www.youtube.com/watch?v=ig08BCtq1sg",0,@timrietbergen,False,6 months ago,Master of Puppets (Remastered),0
Who’s here for Eddie,2,@MeganCordato1955,False,6 months ago,Master of Puppets (Remastered),0
Napster? Was that the name?,0,@lazysk8z,False,6 months ago,Master of Puppets (Remastered),0
"Rest in Peace Clifford Burton❤
Today 38 Years🌹😔",260,@MTB2623,False,6 months ago,Master of Puppets (Remastered),0
Who?,0,@crm_twd,False,5 months ago,Master of Puppets (Remastered),0
 @crm_twd  he was the old bassist of metallica. he sadly died in a bus accident.,10,@S0ckB4th,False,5 months ago,Master of Puppets (Remastered),0
 @S0ckB4th yeah it flipped and killed him😢,3,@keyharmonyschannel8509,False,5 months ago,Master of Puppets (Remastered),0
 @keyharmonyschannel8509 what’s worse is the bus fell on him again when they tried getting it up,2,@nathanjones411,False,4 months ago,Master of Puppets (Remastered),0
" @crm_twd He was the original Bassist for Metallica, he died in an accident with a tour bus in Sweden back in 1986 not that long after this album was released, in ‘87, Lars Ulrich (Drummer / Founder of the Band), James Hetfield (Lead Singer / Rhythm Guitarist) and Kirk Hammett (Lead Guitarist) did bassist auditions, the winner being Jason Newsted who left in 1998 due to personal reasons and in 2003 after the release of their album “St. Anger” (which kinda sucks) , they did more auditions and hired Robert Trujillo who’s been the bassist ever since. Honestly Cliff’s bass playing is unlike any other bassist you might’ve seen, he has some awesome solos and was honestly a pretty decent person. Plus he’s basically like the Chester Bennington of Metallica in terms of legacy.  But the point still stands that Cliff was a legendary bassist and will always be remembered for stuff like For Whom the Bell Tolls. This wasn’t the first time that they had to replace a member, Dave Mustaine (Lead Singer / Rhythm Guitarist for Megadeath) was the original lead guitarist for Metallica but he was kicked out for being a douche bag to everybody but James and Lars have made amends for Dave and they’re all good now. Sadly not every band can be like the Beatles where you can keep the original lineup",4,@Offworlderplayz1960,False,4 months ago (edited),Master of Puppets (Remastered),0
" @rhondaferguson7742 nah I don’t think so, this guy legitimately might not have known who he was :/",2,@Owen88-bt2hl,False,4 months ago,Master of Puppets (Remastered),0
"​@Offworlderplayz1960 Well, he was actually the second bass player in Metallica. But he did way, way more than Ron McGovney",0,@CFFH09,False,3 months ago,Master of Puppets (Remastered),0
"Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!",0,@RetoKaufmann-w1o,False,6 months ago,Master of Puppets (Remastered),0
"oh shit guys, is this that fortnite song???",0,@ChimpanzéDoBacanal,False,6 months ago,Master of Puppets (Remastered),0
I Just love that the bass line Is always the same on the verses 😂,0,@luisangelcarrillogalvez8637,False,6 months ago,Master of Puppets (Remastered),0
"I like to play old school doom while playing this, fits the action on screen perfectly.",1,@GeoffreyMora,False,6 months ago,Master of Puppets (Remastered),0
"I like to play old school doom while playing this, fits the action on screen perfectly.",0,@GeoffreyMora,False,6 months ago,Master of Puppets (Remastered),0
"I like to play old school doom while playing this, fits the action on screen perfectly.",0,@GeoffreyMora,False,6 months ago,Master of Puppets (Remastered),0
I’m going to a concert in Charlotte is Metallica,2,@YolandaMunoz-ll8ow,False,6 months ago,Master of Puppets (Remastered),0
"A reminder to all that this song was playing on Stranger things  season 4? Eddie was ROCKING IT!!!

Metallica, keep rock and rolling",14,@kingkokuyo10,False,6 months ago (edited),Master of Puppets (Remastered),0
Crazy train+powerslave,0,@milosokic1541,False,6 months ago,Master of Puppets (Remastered),0
Anyone  here in 2096?,1,@JamesonHemp,False,6 months ago,Master of Puppets (Remastered),0
Heroic themes fused with dynamic rhythms awaken our spirits; that's the sound that flows through our Metal Veins!,21,@Th3ri0nTheli,False,6 months ago,Master of Puppets (Remastered),0
anyone still black ice???,0,@Keith459001,False,6 months ago,Master of Puppets (Remastered),0
111 Boyle Road,0,@WanetaDunlow,False,6 months ago,Master of Puppets (Remastered),0
"0:25 without that 4th drum hit, this song wouldn't have become that greatest song that it is, with the greatest hook.",1,@user-jm6gp2qc8x,False,6 months ago,Master of Puppets (Remastered),0
Anyone else watching this when its got 69k views?,0,@Gocrazy489,False,6 months ago,Master of Puppets (Remastered),0
Incredible!,0,@DavesAdventures933,False,6 months ago,Master of Puppets (Remastered),0
"Thanks Metallica for playing "" La Chona"".  Now someone must ask my forgiveness. Libby",1,@gabybejarano4684,False,6 months ago,Master of Puppets (Remastered),0
Master of Puppets,1,@alexcorona,False,6 months ago,Master of Puppets (Remastered),0
"If you’re here, 

you know who pulls the strings…",2,@Guylowski,False,6 months ago,Master of Puppets (Remastered),0
Anyone of 2025?,1,@deepanshusingh8306,False,6 months ago,Master of Puppets (Remastered),0
Any one in 3024?,0,@Phurumnam,False,6 months ago,Master of Puppets (Remastered),0
God Bless The U.S.A!,1,@cualpoohsho,False,6 months ago,Master of Puppets (Remastered),0
One of the best riffs of all time... 1:27,3,@Skeletron7,False,6 months ago,Master of Puppets (Remastered),0
Kirk hammet gauitar solo is the best I. Love Metallica,2,@Megan-nv9ul,False,6 months ago,Master of Puppets (Remastered),0
Anyone here at 1986?,1,@teainnit27,False,6 months ago,Master of Puppets (Remastered),0
This is the best song to play dark souls to,2,@ShiGiyX0,False,6 months ago,Master of Puppets (Remastered),0
idk why but this song gets lots of blood flowing through my veins and lots of energy,2,@tapoutkiller5672,False,6 months ago,Master of Puppets (Remastered),0
I never knew this song was about drugs and ruining your life when I was 14 years old... ended up a junkie ffs 😂... not anymore tho 🎉,1,@Shred30314,False,6 months ago,Master of Puppets (Remastered),0
yous have great taste for music this is the best song ever but close behind is du hast mich,0,@katemorell1058,False,6 months ago,Master of Puppets (Remastered),0
Puppets Puppets put you on stage and you'll know afraid 😂,0,@itaimai,False,6 months ago,Master of Puppets (Remastered),0
I'm risking hearing loss for this,0,@deez-m6i,False,6 months ago,Master of Puppets (Remastered),0
Again here for the rpg final fantasy like part 😊,0,@skylo706,False,6 months ago,Master of Puppets (Remastered),0
I’m going too lie this song ass,0,@AidenJohnson-Fowler,False,6 months ago,Master of Puppets (Remastered),0
Anyone of 2024,0,@gerlanelopes9295,False,6 months ago,Master of Puppets (Remastered),0
Any one in 2025 or 2040,1,@j.e.3941,False,6 months ago,Master of Puppets (Remastered),0
Maya Neelkantan from AGT brought me here,0,@globalcitizenn,False,6 months ago,Master of Puppets (Remastered),0
"I remember starting to listen to Metallica when I was 10. Started with Sandman(typical), and moved to puppets from there. 

This game hits so much harder now. This song is such a good expression of addiction. 

I’m 3 years clean now.",4,@ShiggyMiyamo,False,6 months ago,Master of Puppets (Remastered),0
"I have listened to this album countless times and have 3 copies for some reason. I didn't think it needed a re master since it sounded great. But I just bought the remaster version. It does sound better to me- a bit crisper, better separation between instruments and the bass comes out a bit better.

The casual listener probably wouldn't notice.",0,@dkyelak,False,6 months ago,Master of Puppets (Remastered),0
"NEVER LISTEN TO OUR MUSIC AGAIN!!!!

0:02",0,@Mayito_Tamps,False,6 months ago (edited),Master of Puppets (Remastered),0
"I read anyone still listening in 2024,200?, well folk's I'm listening ""Infinite""👈🏾🫵🏾",0,@dennis8974,False,6 months ago,Master of Puppets (Remastered),0
"I only found this song bc my dad is a metalica fan,and now i am allways talking about metalica with him",0,@goober5656,False,6 months ago,Master of Puppets (Remastered),0
Cliff.....that's all I can say about this..Cliff,0,@lemonite2-xh6wc,False,6 months ago,Master of Puppets (Remastered),0
Anybody here from Fortnite,0,@HilaryDudley,False,6 months ago,Master of Puppets (Remastered),0
17480 Geoffrey Spur,0,@BobEmmanuel-i4v,False,6 months ago,Master of Puppets (Remastered),0
i listen to this on repeat at the gym,0,@FilipEntrepreneur,False,6 months ago,Master of Puppets (Remastered),0
YES​ @EltonMorys ,0,@S.P.E.C.I.A.L-....999,False,6 months ago,Master of Puppets (Remastered),0
April Scarlett Rains,0,@LorenRyburn-hx8gi,False,6 months ago,Master of Puppets (Remastered),0
Mean Guy's,0,@LorenRyburn-hx8gi,False,6 months ago,Master of Puppets (Remastered),0
Song starts at 1:02 lol,0,@Th3R3Almr.Nobody,False,6 months ago,Master of Puppets (Remastered),0
It's a humble request to metallica that please come to India,1,@gyanavtech2922,False,6 months ago,Master of Puppets (Remastered),0
Who's got the strings???❤,0,@brunoBEGARANI-kx2ey,False,6 months ago,Master of Puppets (Remastered),0
We're thee tho thou thine hethrith 4 as much as,0,@AmyBaker-fi2vu,False,6 months ago,Master of Puppets (Remastered),0
Great theme,0,@TheKiko4444,False,6 months ago,Master of Puppets (Remastered),0
0:01 is mmmmhhh,0,@Luckyfigs,False,6 months ago,Master of Puppets (Remastered),0
I played dis at school now I got a girlfriend,1,@Luckyfigs,False,6 months ago,Master of Puppets (Remastered),0
I’m 198 years old and this masterpiece reminds me of my early 100s as a teenager.,70,@jaquelinecamargo2272,False,6 months ago,Master of Puppets (Remastered),0
"same, i remember hearing metallica when industrial revolution was going hard",11,@alanmagana11,False,5 months ago,Master of Puppets (Remastered),0
Early 100’s as a teenager??,0,@vrepitsa1083,False,5 months ago,Master of Puppets (Remastered),0
 @vrepitsa1083  That Elven childhood hits different.,3,@andrijajalsovec5877,False,5 months ago,Master of Puppets (Remastered),0
"STFU, You’re only hear because Fortnite and Stranger Things.",0,@Offworlderplayz1960,False,5 months ago,Master of Puppets (Remastered),0
"Shut up, The song isn’t that old. You’re not being funny just fucking stupid",0,@Offworlderplayz1960,False,5 months ago,Master of Puppets (Remastered),0
METALLICA BEST OF THE BEST,0,@xamzatkelo668,False,6 months ago,Master of Puppets (Remastered),0
"!!!Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!!!",0,@RetoKaufmann-w1o,False,6 months ago,Master of Puppets (Remastered),0
The best guitar player in guitar hero,1,@YolandaMunoz-ll8ow,False,6 months ago,Master of Puppets (Remastered),0
Who's in 3024?,0,@김말별,False,6 months ago,Master of Puppets (Remastered),0
I just got here. The song is amazing!,0,@CraftWave26,False,6 months ago,Master of Puppets (Remastered),0
"4:01 in an interview it was asked who wrote the solo, Lars the fart said it was a collaborative effort. clearly not! the genius of James is clearly visible.",2,@UlyssesUppington,False,6 months ago,Master of Puppets (Remastered),0
"This is THE best metal song of the 80s, no question",0,@hjfpersonjg1342,False,6 months ago,Master of Puppets (Remastered),0
The singer sounds like a homosexual.,1,@heyguyshowsitgoing2851,False,6 months ago,Master of Puppets (Remastered),0
Master of puppets im pulling your strings twisting your mind and smashing your dreams.🎉,0,@billygreene3535,False,6 months ago,Master of Puppets (Remastered),0
The song means different to me now.,0,@michaelyoon9355,False,6 months ago,Master of Puppets (Remastered),0
"One of my favorite memories is when I was thirty one, I cranked this hard and was rocking out with my windows down, singing along with it as I drove down the street. I heard someone to my right, looked up, and saw a passenger in a diesel semi truck. They were in their fifties and beating the side of their cab to the beat, and when we made eye-contact, he screamed, ""MASTER OF PUPPETS, BABY!!!"" and I screamed back at him, ""HELL YEAH!!!"" and we head-banged until the light turned green. That remains one of my favorite moments in my life, and reminded me that things such as music will always bridge the gap between all generations. Thank you so much for that.",1700,@andreatreese8347,False,6 months ago (edited),Master of Puppets (Remastered),0
Thank you for sharing your memory!,35,@NickolasZannithakis,False,6 months ago,Master of Puppets (Remastered),0
"Did you end up marrying the man? This one unfortunately wasn't about us Americans being self determined with free will achieving greatness as exceptional master of puppets, but about the new world order cabal global corporate monopoly. I had no idea as a teen in the late 1980's what was called the greatest country in history turned out to be as evil as depicted in movies and music most fellow Americans said nonstop will never happen in real life. How wrong they sadly all were. I get it why the senior citizens were absolutely terrified of our loud stereos.",27,@Worldofourown2024,False,6 months ago,Master of Puppets (Remastered),0
"Omw 77b⁷,
M ĝ​ @NickolasZannithakis ",0,@KaraSwanson-u5l,False,5 months ago,Master of Puppets (Remastered),0
Cool!!,8,@craigtillman5988,False,5 months ago,Master of Puppets (Remastered),0
Bro WTF ​ @Worldofourown2024 ,0,@NadaKrasic,False,5 months ago,Master of Puppets (Remastered),0
Hell yeah¡!!!° 😅😮😮,2,@nikkistix6092,False,4 months ago,Master of Puppets (Remastered),0
"Who do you think were listening to Metallica when they first started,us 50+ year olds.",5,@JuniorHenson-g8q,False,4 months ago,Master of Puppets (Remastered),0
😂 That's a beautiful story,4,@AIisGreat,False,3 months ago,Master of Puppets (Remastered),0
​ @Worldofourown2024  This song was about addiction. Are you being serious?,0,@stephenday2342,False,3 months ago,Master of Puppets (Remastered),0
"​ @Worldofourown2024 dude? Here is the hard truth. Homo sapiens are THE apex predator.     There were many human species and we made sure there was only one left. Our ""progress"" is mostly because we figured out a better way to kill each other. Ever wonder why we don't detect any sign of intelligence from space? This song is about drug abuse BTW. Oh yea, my system, ""stereo"" was much louder than yours😂",0,@tonywhite8162,False,3 months ago,Master of Puppets (Remastered),0
FUCKIN COOL WHY THIS SHIT WONT HAPPEN TO ME 🤘🤘,0,@OLIVER_SO_SILLY,False,2 months ago,Master of Puppets (Remastered),0
Aaaand welcome to my playlist,0,@muazadam983,False,6 months ago,Master of Puppets (Remastered),0
3:33 I love this part😢,0,@mikerduoro,False,6 months ago,Master of Puppets (Remastered),0
I'm 13 and I love this song,0,@ethenbost5468,False,6 months ago,Master of Puppets (Remastered),0
1:27 oh yeah,2,@jul__p6393,False,6 months ago,Master of Puppets (Remastered),0
The fact that an 11-year-old Indian in AGT played the solo like a beast and got eliminated is beyond me!,0,@EqGImoutoSweetieBelle,False,6 months ago,Master of Puppets (Remastered),0
"My son is just 17. He loves this song from first Stranger Things, then Fortnight",0,@ryannebarlow9213,False,6 months ago,Master of Puppets (Remastered),0
why did i get an ad for a trip to see sabrina carpenter in a bikini??,0,@CryptYT1987,False,6 months ago,Master of Puppets (Remastered),0
"Repent and Believe in Jesus Christ!
Gospel/Good news
REPENT of your sins and believe in the Lord Jesus Christ! He is the only way to heaven",0,@GigaChad-no4ln,False,6 months ago,Master of Puppets (Remastered),0
Jesus...who?,0,@advocatusdiaboli1588,False,6 months ago,Master of Puppets (Remastered),0
On 2x the bpm ups to 424,0,@SlingShot-jx7mu,False,6 months ago,Master of Puppets (Remastered),0
Any one here in 100000000,2,@Jaxon-mh6ji,False,6 months ago,Master of Puppets (Remastered),0
Lovely sound... from korea,0,@southofheaven4335,False,6 months ago,Master of Puppets (Remastered),0
Am I the only 12 yr old in 2024 who can sing this word for word,1,@MaxStaake-lm5eb,False,6 months ago,Master of Puppets (Remastered),0
"Yep, and I'm the only 14 yr old in Italy who can sing this word for word",0,@Anime4EverITA,False,6 months ago (edited),Master of Puppets (Remastered),0
you  were t even alive when black ops 2 came out😂😂,0,@Krackedskul,False,6 months ago,Master of Puppets (Remastered),0
o,0,@pokerations,False,6 months ago,Master of Puppets (Remastered),0
"❤❤❤❤ Grew up with Metallica! (Thanks Dad!!!)  But let's take a moment to recognize Eddie Munson, He saved us from the Other Side!",5,@Frankcastlepunisher74,False,6 months ago,Master of Puppets (Remastered),0
^World for People^ For ALL,0,@karkarakar,False,6 months ago,Master of Puppets (Remastered),0
Anybody hear from around 500,2,@jengalvin1397,False,6 months ago,Master of Puppets (Remastered),0
Im ashamed i literally started right now now im glued and also obey your master,3,@andrejtomas6791,False,6 months ago,Master of Puppets (Remastered),0
"2030, everything changes worldwide!",1,@jdcru4life,False,6 months ago,Master of Puppets (Remastered),0
this shi fire,0,@d1lys_,False,6 months ago,Master of Puppets (Remastered),0
I'm how 20 Years old and I liked this music 🤘🤘,2,@MAYONESACONLENTEJAS,False,6 months ago,Master of Puppets (Remastered),0
Who's listening in 2024,24,@TheSbaughman83,False,6 months ago,Master of Puppets (Remastered),0
I prefer the older stuff but I forgive this one because of the down picking.,0,@abefernandez6546,False,6 months ago,Master of Puppets (Remastered),0
real Metallica fans never stoped 😉,0,@sherylAA,False,6 months ago (edited),Master of Puppets (Remastered),0
Everyone idiot,0,@katelindsay7157,False,5 months ago,Master of Puppets (Remastered),0
He could have just played random noise but decided to dedicate his time to play this that’s what I call badass,0,@mylescornelius7507,False,6 months ago,Master of Puppets (Remastered),0
I think i remember this song in ps1 skate game,2,@izzanirfan2534,False,6 months ago,Master of Puppets (Remastered),0
Yup just came back from the future and they are still playing in 2050,1,@timaragon6659,False,6 months ago,Master of Puppets (Remastered),0
Swear I've heard this in Doom🤔😂,2,@olimargaming5747,False,6 months ago,Master of Puppets (Remastered),0
Nope,0,@conorluby2149,False,6 months ago,Master of Puppets (Remastered),0
" @conorluby2149  just in case you thought I meant the actual song... No, but one of the pieces of music in doom took inspiration from this song",1,@olimargaming5747,False,6 months ago,Master of Puppets (Remastered),0
Best moment of Stranger Things yet!,4,@warehouselead,False,6 months ago,Master of Puppets (Remastered),0
@conorluby2149  You didn't like that scene? I was a little sad with how it ended.,0,@warehouselead,False,6 months ago,Master of Puppets (Remastered),0
 @warehouselead  the best scene is dear billy,0,@panda16xr17,False,6 months ago,Master of Puppets (Remastered),0
@panda16xr17  Its okay to like different scenes. I am glad you liked that one so much.,0,@warehouselead,False,6 months ago,Master of Puppets (Remastered),0
Its that one fortnite song!,2,@SimpleNoobsOnYt,False,6 months ago,Master of Puppets (Remastered),0
"Yep but pls dont ruin this song with fortnite, this is a masterpiece and fortnite is a normal game",0,@Anime4EverITA,False,6 months ago,Master of Puppets (Remastered),0
this song is a banger,0,@channyrhereal,False,6 months ago,Master of Puppets (Remastered),0
Cliff burton R.I.P,0,@j.rduran1915,False,6 months ago (edited),Master of Puppets (Remastered),0
"!Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!",0,@RetoKaufmann-w1o,False,6 months ago,Master of Puppets (Remastered),0
Stranger things played it and i fell in love with it,0,@Eddiesafc-j3q,False,6 months ago (edited),Master of Puppets (Remastered),0
The best part 3:35,0,@regamers3011,False,6 months ago,Master of Puppets (Remastered),0
"This song is SOO beautiful, I love the way it take my soul and claims it for itself! Such a beauty, I love metallic and their heavenly music!",0,@navy_leo,False,6 months ago,Master of Puppets (Remastered),0
The transition at 4:47 😮❤,1,@omegahyperes96,False,6 months ago,Master of Puppets (Remastered),0
Oh it's ok,0,@donaldnorton3502,False,6 months ago,Master of Puppets (Remastered),0
"Metal Band Is in Hype: A
Guitarrist: Su icide or Su cess?",0,@UsuarioDoGoogle32152,False,6 months ago,Master of Puppets (Remastered),0
Anyone else here because vanoss said to come listen to this song in his zombie video✌🏽,0,@delusion0x0,False,6 months ago,Master of Puppets (Remastered),0
Which one,0,@conorluby2149,False,6 months ago,Master of Puppets (Remastered),0
What a melodious solo..What a build up ❤,0,@Maverick_Samrat,False,6 months ago,Master of Puppets (Remastered),0
playing this in my lobby as we speak they dont make music like this anymore,1,@GOODYEARLIVINGSTON,False,6 months ago,Master of Puppets (Remastered),0
In memorie the Eddie and Chrissy,2,@JoaoPauloMacedodaSilva-zh8mo,False,6 months ago,Master of Puppets (Remastered),0
It’s interesting to see how much the arrangement has influenced other songs,0,@samuelohare6884,False,6 months ago,Master of Puppets (Remastered),0
Golden age of METAL...!!!!!,0,@carlosantillon365,False,6 months ago,Master of Puppets (Remastered),0
"In 1984ish, Judge Dredd  comics were reprinted in USA under Eagle Comics.  Most, if not all the references in this song are in that series.  If you have interest in JD, outside the movies, look for the Cursed Earth saga, or  the Judge Death stories.... great stuff.  

In the same British comic, 2000AD, JD is from, there is also Strontium (sp?) Dog and Rogue Trooper...  awesome stuff, British SciFi.. well worth your time.",0,@franketwas6917,False,6 months ago,Master of Puppets (Remastered),0
I still hear E1M1 from the first riffs,2,@IrishSturmtruppenGodBlessUSA,False,6 months ago,Master of Puppets (Remastered),0
"It was 1986, I was 16 years old and my life was changed forever when this album dropped. Followed over the next year by Megadeth, Slayer and Anthrax, Thrash metal was about to kick the world in the arse.",6,@stealthdark,False,6 months ago,Master of Puppets (Remastered),0
I was in grade 11 when Master of Puppets was released and I bought it the first day it came out. It changed my life. This will forever be my favorite album of all time.,1,@thebob01,False,6 months ago,Master of Puppets (Remastered),0
Oh i thought this was the original doom riff,0,@fnytnqsladcgqlefzcqxlzlcgj9220,False,6 months ago,Master of Puppets (Remastered),0
America!!! How could you vote for Maya not to go through to the semi-finals on AGT!!!??? What... do better geez,0,@juveju7,False,6 months ago (edited),Master of Puppets (Remastered),0
🤔🤔🤔 reality of globalism nowadays,0,@JuanDavidPulgarin8,False,6 months ago,Master of Puppets (Remastered),0
Imu In One Piece Universe,1,@martinchristianaguilar5135,False,6 months ago,Master of Puppets (Remastered),0
Hi!! Anyone from 2069 sit here!,0,@arzgaming20,False,6 months ago,Master of Puppets (Remastered),0
I love Metallica and always have but im going to be honest stranger things brought me back to this classic banger r.i.p Eddie i loved his character wish they wouldn't of done him like that,2,@sarahnicholebrown9192,False,6 months ago,Master of Puppets (Remastered),0
Master of fodase im pulling your strings,0,@dvmarim,False,6 months ago,Master of Puppets (Remastered),0
Zombieland double tap anyone,1,@jacobyearout9654,False,6 months ago,Master of Puppets (Remastered),0
Why is it when I listen to this song I think of Eddie (only true stranger things fans will know lol),0,@CharlotteMurray-bf5hp,False,6 months ago,Master of Puppets (Remastered),0
Metallica is very cool I like this song and I’m 14 years old,0,@Sharko379,False,6 months ago,Master of Puppets (Remastered),0
Who's here in 2056,0,@stevephrench5839,False,6 months ago,Master of Puppets (Remastered),0
Even in 2080 they will still speak of this masterpiece 🤟🤟🤟🔥🔥🔥,0,@jonasdeleu3467,False,5 months ago,Master of Puppets (Remastered),0
That 10 year old kid at Argentina's got talent:,0,@Silanguche,False,6 months ago,Master of Puppets (Remastered),0
Listened to this sad song for the first time 30 years ago. A lifetime ago... I still don't quite understand who is the master and who are the puppets?,1,@vparakhin,False,6 months ago,Master of Puppets (Remastered),0
"its talking about how drugs are bad, that's it XD",1,@ShaderrXD,False,6 months ago,Master of Puppets (Remastered),0
" @ShaderrXD  Thanks, it makes sense now.",0,@vparakhin,False,6 months ago,Master of Puppets (Remastered),0
Anyone in 2100? Im dead btw,0,@thespooderhomie4481,False,6 months ago,Master of Puppets (Remastered),0
Me too. Too much,0,@marticlau806,False,6 months ago,Master of Puppets (Remastered),0
No. Bro its 2024,1,@ΜιχάληςΦωτεινός-π9ρ,False,6 months ago,Master of Puppets (Remastered),0
"This song and whole album takes me back to a time that will never be again. 87-88 I was 14 years old and cut grass for a week to buy the cassette. I got it home and opened the booklet with lyrics and artwork popped the cassette in my Kenwood stereo and pushed play. I listened to every song and read every lyric in one sitting and was completely blown away by the maturity,and song writing of guys so young. I even knew then I was listening to a masterpiece. It's really tragic that Cliff died. He was a HUGE part of the band and the song writing and orchestrating the music. I can only imagine where he could of taken them. AJFA is a solid album,just a different tone than MOP. There never was and never will be another time like the 80s when Metallica took the underworld of thrash metal and brought it to the masses with no music videos or air play. It was all word of mouth. You knew you were hearing something groundbreaking and never heard before. The one! The only!! Metallica!!",0,@KeithRatliff-lm9vw,False,6 months ago,Master of Puppets (Remastered),0
"Faital attraction. , let them have at it 😌🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️ head bangs master",0,@Xi_chi,False,6 months ago,Master of Puppets (Remastered),0
1:46 i love this part❤😂😂,1,@jaydenfa2666,False,6 months ago,Master of Puppets (Remastered),0
This inspires me to learn eletric guitar,1,@ArthurMorgan0971,False,6 months ago,Master of Puppets (Remastered),0
This song really gets me going 🥴,2,@BenOsborn-s7j,False,6 months ago,Master of Puppets (Remastered),0
I love this song especially the solo,0,@Ghostrider9o9768,False,6 months ago,Master of Puppets (Remastered),0
"Me:
What was it You wanted on Your hotdog again, James?

James:
1:45 - 1:46",1,@ProjectCreativityGuy96,False,6 months ago (edited),Master of Puppets (Remastered),0
"Greeetz to all metallica fans world wide🤙
From holland",0,@tommiegun1980,False,6 months ago,Master of Puppets (Remastered),0
My uncle overdosed a week ago. Don't do drugs kids,0,@hydromancer4916,False,6 months ago,Master of Puppets (Remastered),0
"Metallica ❤️
Been listening since the 80s",0,@corinnetday7816,False,6 months ago (edited),Master of Puppets (Remastered),0
I'm a 12 year old girl and i still listen to metallica. Love you guys!,42,@skibidirizzsigma2,False,6 months ago,Master of Puppets (Remastered),0
"Hello me, meet the real me and my misfit's way of life!
Hindsight is always 20-20,
But looking back, it's still a bit fuzzy!
Speak of mutually assured destruction?
Nice story, tell it to Reader's Digest!
A dark, black past is my most valued possession!",2,@Literally_Gabriel,False,6 months ago,Master of Puppets (Remastered),0
I’m a 13 year old and I listen to Metallica and Iron Maiden all the time,1,@OmegaDragon8000thesequel,False,5 months ago,Master of Puppets (Remastered),0
 @blacksixjae  Metallica sadly isn’t as popular as they used to be and most  young people listen to half assed 2 minute songs,1,@OmegaDragon8000thesequel,False,5 months ago,Master of Puppets (Remastered),0
 @OmegaDragon8000thesequel  Nice!,0,@skibidirizzsigma2,False,4 months ago,Master of Puppets (Remastered),0
 @blacksixjae  cuz i still listen to them?,0,@skibidirizzsigma2,False,4 months ago,Master of Puppets (Remastered),0
Obey your master,2,@Master_Of_Chaos,False,6 months ago,Master of Puppets (Remastered),0
The best ❤❤❤❤,0,@Felipee420Wersus,False,6 months ago,Master of Puppets (Remastered),0
Anyome in 300 a.c,1,@chilenodecorazonnn,False,6 months ago,Master of Puppets (Remastered),0
Rip to Eddie the Banished🎸☠️ (iykyk),0,@peytonteague5965,False,6 months ago,Master of Puppets (Remastered),0
"!Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!",0,@RetoKaufmann-w1o,False,6 months ago,Master of Puppets (Remastered),0
Coming here after watching maya neelakantan in AGT . It will be so cool to have perform with Metallica,0,@droneagiri,False,6 months ago,Master of Puppets (Remastered),0
This is metal!!,0,@camerongregory2646,False,6 months ago,Master of Puppets (Remastered),0
master of puppets …fxxki'n little mermaid works everytime 🤣I love this man in car pool karaoke,1,@miwakasuga6038,False,6 months ago,Master of Puppets (Remastered),0
"after learning what this song is about it’s genuinely become quite disturbing to me, i LOVE this song with all my heart but holy shit 😭 i never thought about it like that",0,@nightmqrionne,False,6 months ago (edited),Master of Puppets (Remastered),0
Rip Eddy in stranger things😢,1,@BreAd_G-b7x,False,6 months ago,Master of Puppets (Remastered),0
"The lyrics that got me the most were “Master of puppets I’m pulling your strings, twisting your mind and smashing your dreams.”
It’s replicating how the drugs twist your mind.. and “Just call my name and I’ll hear you scream “Master” “master”…” the screams replicate the user having urges and calling for help but getting lead back to the drugs.. just had me thinking what if I’m in that place someday..",161,@BigSpeedie,False,6 months ago,Master of Puppets (Remastered),0
"I’m 3 years clean. Don’t  EVER take any fentanyl. I’d say Heroin, but none of its Heroin anymore. It’s all fentanyl. Stay safe brother.",0,@ShiggyMiyamo,False,6 months ago (edited),Master of Puppets (Remastered),0
If you are/were addicted to hard drugs lyrics makes PERFECT sense.,2,@firek9195,False,5 months ago,Master of Puppets (Remastered),0
" @firek9195  song is about drug addictions so, yeah",0,@T4RD15,False,4 months ago,Master of Puppets (Remastered),0
"And also ""dedicated to how im killing you"" can be adapted to drugs easily because drugs make you dedicated to them and they actually slowly kill you",1,@gregoru3004,False,4 months ago,Master of Puppets (Remastered),0
studying for an exam is %100 easier with this song playing same goes with orion,0,@ULTRA_CHICKEN-9000,False,6 months ago,Master of Puppets (Remastered),0
"During the apocalypse of the robots, i will play this song",0,@Maggus-lb4hk,False,6 months ago,Master of Puppets (Remastered),0
5:42 the best,0,@luciipogonza7898,False,6 months ago,Master of Puppets (Remastered),0
i’m 18 so glad i know them 🙂‍↕️,0,@coèns.escapade,False,6 months ago,Master of Puppets (Remastered),0
03:30 is one of the best interludes in rock.,0,@SeePeePeeTV,False,6 months ago,Master of Puppets (Remastered),0
Masters of pupets best song ever,1,@Spikegamesytb,False,6 months ago,Master of Puppets (Remastered),0
Masters of pupets best song ever,0,@Spikegamesytb,False,6 months ago,Master of Puppets (Remastered),0
