text,like_count,author,is_favorited,_time_text,video_title,is_Hate?
What's the point of this comment.,0,@marthastubbs8321,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
The ⌛ sands of time are running low for you child.⚰️,0,@PablosPicks-ju6um,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Fuck yeahhh,0,@leweytinsley901,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Yes! What do you think?,0,@alfonsomunozmartin9233,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
I'm there,0,@777Setzer777,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I, this album is incredible, is impossible no like this.",0,@davialencar1209,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Yes of course,0,@madman715,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
After 15 year listening this 😮😊,0,@muzamil0072011,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Obiously,0,@odrawode,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Yeahhhhhhhh yeahhhhhhhh yeahh!!! HALLOWED BE THY NAMEEEEEEE!!!!!!!!!!

Awesome how so many of ya'll are listening to it!!!!!!!!",0,@abhijitpai3683,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
The bell continues to sound indiscriminately,0,@SJ-bn4iy,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Can’t get rid off me that easily,0,@jamesluckhurst1135,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
​@raymerz46  now he discovered maiden thats why he ask stupid questions,0,@J.A76,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
​ @kanedad9 does your religion allow to listen heavy metal?,0,@J.A76,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
" @J.A76 
Why are you talking to me about religion?",0,@kanedad9,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
" @J.A76 
Why are you talking to me about religion?",0,@kanedad9,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
" @J.A76 
Why are you talking to me about religion?!!!",0,@kanedad9,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"​ @dukefleed8489 your Time,of course ,same thing for everyone",0,@manusierra1846,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Ask again, every year till i'm gone, if you want",0,@denismelotte3210,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Me...and watching Paris Olympics at the same time.,1,@tommywave387,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
He ist the Opera Singer of Metal. And will Always be.,0,@Mike123-r7w,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Me and your mama,0,@MrGreenSky,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
And 2025 ...and 2026 ... We won't stop listening to this masterpiece 🤘🤘,0,@user-powerziko,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Listen as always,0,@EL50r1zat10n,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
And the rest of my life my friend 😎,0,@miriamvaladeztovar8573,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Ur father ..,0,@truedetektiv,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Edit your comment in 2025 and we will come back again.,0,@latemrve4,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Devine... just Devine... hallowed be thy name...,0,@ΜΑΝΟΛΗΣΑΘΑΝ,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Hell yeah! As much as wouldn’t mess with perfection, I would LOVE to hear Ann Wilson sing this!",0,@Coolpoolers,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Hell yeah , till death",0,@abdullahvader5227,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Til this old hairbag finally crooks, yep!!! 😎",0,@bradbelland5613,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Yes.... Cesena in Italy 🤘🤘,0,@enricoomartinelli6349,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
No thanks,0,@mattyg415,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Yeah, the tory party 2024, fuck them 😂",0,@MoggieJr,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Me, greetings from Malaysian bro👍💚",0,@Adin-pi5wr,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Me, greetings from Malaysian 🇲🇾✌️ 💚",0,@Adin-pi5wr,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
Sept 1 2024❤,0,@robertlodder4744,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
🤟🏻Oh Yes!!!,0,@l.c.4204,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Another moronic question,0,@J.A76,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
….yes…me… why do you ask?,0,@teamtrust4394,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Hate these stupid “ 2024 anyone? Comments …you really think nobody listens to maiden these days ? And future years ???,0,@bobdavislumbro4047,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
12/09/2024 .....its 5:00 click,0,@akarshagnihotri7272,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Indonesia here 🤘,0,@DecemberDawn_666,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
"No, from 2027",0,@MrSomalicious,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Presente from South italy  54 yar old is my drug😊😊❤,0,@AugustoAlfano,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
The proper year is: xxxx,0,@bepr1538,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
"2032,  it's all fine down here.",0,@larsenjack2896,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
From 7526 we are shifting to Mars,0,@bishnuborsaikia,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Already here for 2025,0,@MrMojofromFinland,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Yea your mum. Stupid comment I hope it stops in 2025,0,@tobysutherland4471,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Till the name is hallowed,0,@girishsharma2005,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Not born yet,0,@4youtu909,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Good to see young people find this good music!,0,@Duffsmom68,False,5 months ago,Hallowed Be Thy Name (2015 Remaster),0
Always here 🤘,0,@Mr.granulado,False,4 months ago,Hallowed Be Thy Name (2015 Remaster),0
Till the end 🤘,0,@sammendes7268,False,4 months ago,Hallowed Be Thy Name (2015 Remaster),0
Me brother,0,@jucienedelima1048,False,3 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Yes, hello from Russia!",0,@Олег-о3й2й,False,3 months ago,Hallowed Be Thy Name (2015 Remaster),0
Here hear,0,@angelpaulrodrigues6477,False,3 months ago,Hallowed Be Thy Name (2015 Remaster),0
Eternally,1,@MEYERC-1,False,3 months ago,Hallowed Be Thy Name (2015 Remaster),0
Now and forever.,0,@richardsutton4828,False,2 months ago,Hallowed Be Thy Name (2015 Remaster),0
... And also in 2025,0,@dirk586,False,2 months ago,Hallowed Be Thy Name (2015 Remaster),0
Porca madonna Always been here \m/,0,@FS-lc4jj,False,1 month ago,Hallowed Be Thy Name (2015 Remaster),0
"No, I come from farther in the future",0,@lucasserrano3378,False,1 month ago,Hallowed Be Thy Name (2015 Remaster),0
🔥🫵you will never walk alone,0,@raimundocasadomanas4788,False,2 weeks ago,Hallowed Be Thy Name (2015 Remaster),0
March 2025 Australia,0,@adamfindlay4754,False,10 days ago,Hallowed Be Thy Name (2015 Remaster),0
"Frčo, rest easy :(",0,@h3art5ickofficial,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
I wating in my cold cell when the bell begin to chime,0,@FunnyFencers-td1hm,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
3000 comments - one of the greatest songs of all time,1,@bertybotsbohne622,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Just for this song, Steve Harris will be the best metal composer ever in history",0,@Logos.1990,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
"the song do not have a climax, the entire song is a climax. absolutely crazy",3,@tuliosantana2813,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
THE BEST IRON MAIDEN SONG AND ONE OF MY FAVOURITES OF ALL TYPES OF MUSIC,3,@Athensmycity,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Does everyone know Bruce’s first job was in a bakery to count sachets of yeast. His boss said to him “ how many have you boxed today Bruce?” Bruce said…. 666, the number of the yeast, bread and cakes, were born to be released ! !",3,@justmadeit2,False,10 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
Children of the Flanned.  Bun to the Hills.,2,@captainwin6333,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
 @captainwin6333  Bun to the hills 😀,1,@justmadeit2,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Don't know how many times growing up I  air gutaired this song and pretended I was Bruce!! Lol.  Love maiden!!!,0,@racksshack1201,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I am from Costa Rica.🇨🇷; Maiden blessed us with three live shows, and we are waiting for one more. 🤘🤘",0,@joseechaves70,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Pop off,0,@Leegendari,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
What great time it was,0,@Dante_Alligheri,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
The sands of time for me are running low... almost done by the way...,0,@davida.aliskowsky9073,False,10 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
"It's 2024 and it's still a masterpiece! It never goes out of style. This song had aged like wine, it only became better.",445,@GenildoSousa-ez1jl,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
"honestly , if aliens ever come to Earth we should make them listen to this",11,@andrams6010,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Wasao  you re. Great,1,@merenlkr6169,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
the best riff forever!!!!,0,@Luciferrr666,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
The first three albums are great !,0,@davideselmin8018,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
I love rock you guys are awesome,1,@Auau69-f3r,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Absolute fire. Absolute masterpiece.
Here's the lyrics, buddies.



I'm waiting in my cold cell when the bell begins to chime
Reflecting on my past life and it doesn't have much time
'Cause at 5 o'clock, they take me to the Gallows Pole
The sands of time for me are running low
Running low, yeah!
When the priest comes to read me the last rites
Take a look through the bars at the last sights
Of a world that has gone very wrong for me
Can it be that there's some sort of error?
Hard to stop the surmounting terror
Is it really the end, not some crazy dream?
Somebody, please tell me that I'm dreaming
It's not easy to stop from screaming
The words escape me when I try to speak
Tears flow, but why am I crying?
After all, I'm not afraid of dying
Don't I believe that there never is an end?
As the guards march me out to the courtyard
Somebody cries from a cell, ""God be with you""
If there's a God, why has he let me go?
As I walk, my life drifts before me
Though the end is near I'm not sorry
Catch my soul, it's willing to fly away
Mark my words, believe my soul lives on
Don't worry now that I have gone
I've gone beyond to seek the truth
When you know that your time is close at hand
Maybe then you'll begin to understand
Life down here is just a strange illusion
Yeah-yeah-yeah, hallowed be thy name
Yeah-yeah-yeah, hallowed by thy name
Yeah",1,@the-ace-channel,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
That is the true music,0,@saitcanyucebas2872,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
the best song of iron maiden,2,@QXENYS,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Incorrect credits auto-generated by YouTube.,0,@xavfin,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
This track is a masterpiece!,0,@ImshadyKurtinz,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
When they had a concert in Sarajevo in the middle of the war...I love you Iron Maiden,0,@nedzadkladnjakovic7396,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Human rights charter,0,@Joel-ci2wf,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
The best Iron Maiden  Song 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,4,@og_1234,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
I love the riff its very cool,3,@utahraptomy7158,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
:face-purple-wide-eyes:,0,@serdardogmus-wq6rh,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Al rigth!,1,@Roberto-pt6ee,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Thank you Meat Cannyon for playing this in your stream and letting me discover this great song. Praise be Papa Meat,1,@totomzn,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
The lead singer has a sublime voice. I love his voice.,0,@dorthesvane199,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I grew up to this shit 
and always said they would be remembered forever like mozart  or bethoven 
and they will be",1,@tombraun1559,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"This is a peak of metal music, everest of rock genre",156,@a.s.5986,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
So what is it pal? The peak of metal or the everest of rock music?,3,@eternal327,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
 @eternal327 Its just the best song of all time,5,@watdoetiee,False,7 months ago,Hallowed Be Thy Name (2015 Remaster),0
" @eternal327  as Steve himself said, they played ""heavy rock"". It's really not that different.",1,@Billswiftgti,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
I'd say it is Meru (Sumeru) of rock genre,1,@vladimirkuzmenkov7285,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
from 04:20 onwards we have heavy metal in its purest form! I love Iron Maiden! Greetings from Brazil!,23,@HISTORIAEXPLICADAJG,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Iron maiden and Megadeth really did reach the pinnacle of metal, it’s doesn’t get better than this and never will.
I don’t really listen to any modern or newer metal bands. Except Sabaton, but they’re not really “new” they’re like early 2000s.",1,@Mike.Smth2112,False,11 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
"04.2024
Masterpiece of all time!!!",4,@kudlatyrob,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Forever young by ""valley of chrome"" haha 😂",0,@Anbri-broom2,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"improvement on lyrics someone's comment

I'm waiting in my cold cell when the bell begins to chime

Reflecting on my past life and it doesn't have much time
'Cause at 5 o'clock, they take me to the Gallows Pole
The sands of time for me are running looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooow, yeah!

When the priest comes to read me the last rites
I take a look through the bars at the last sights
Of a world that has gone very wrong for me

Can it be that there's some sort of error
Hard to stop the surmounting terror
Is it really the end, not some crazy dream?

Somebody please tell me that I'm dreaming
It's not easy to stop from screaming
The words escape me when I try to speak
Tears flow, but why am I crying
After all I'm not afraid of dying
Don't I believe that there never is an end

As the guards march me out to the courtyard
Somebody cries from a cell ""God be with you""
If there's a God then why has he let me go?

As I walk all my life drifts before me
And though the end is near I'm not sorry
Catch my soul, it's willing to fly away

Mark my words, believe my soul lives on
Don't worry now that I have gone
I've gone beyond to seek the truth

When you know that your time is close at hand
Maybe then you'll begin to understand
Life down here is just a strange illusion
Yeah, hallowed be thy name
Yeah, hallowed by thy name
Yeah",1,@zombieslayer1468,False,11 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
It's incredible that the live version is better than the studio version ...,1,@Unborn-Stillborn,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
It's so Thomas Hardy,1,@jamesgillespie1347,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Eu curto muito issoooooooo,4,@C_NASC,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
The best.,5,@valerakucherenko3932,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"lyrics: im sitting in my cold shell
when the hell begins to rhyme
reflecting on my past strife
and i dont do much crime",2,@NOOBsoldier2517,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
No! Reflecting on my past life and I haven't got much time,0,@jamesgillespie1347,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Love this remix ❤️❤️❤️❤️❤️,0,@gemmalouise6374,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Great song and structure copied from  “child in time “ by deep purple,0,@TribalmonkeyS,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
The best one,0,@ChuteNoBigode,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Howard be they name,0,@JonathanGarcia-tx5gl,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Who are the absolute tards disliking this and other Maiden tunes?,1,@Nick-AngelpeodSeaxisc,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I am 52 and remember all my Iron Maiden posters as a teenager in my bedroom. 

Best band everrrrr.",288,@Frank-lm3px,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Me too 😊,5,@sheenamackewn888,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I'm 19 and that's me right now, right beside my deftones posters. Good music is truly timeless.",5,@mehakverma7043,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I'm 49, and when I was a teenager, my father told me I don't need wallpapers in my bedroom because of the Iron Maiden posters.",4,@stephane2137,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
pretty sure iron maiden and pamela anderson propped up the poster industry,6,@eggspanda2475,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Bro, im 52 this year. Remember their CASSETE in Russia in 1990!",2,@СергейХимичев-м5ы,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
I have real dead one. killers. somewhere in time wall fabrics on my wall.,0,@Myrkyllinen,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Me and my buddies used to listen to IM all the time when I was doing my tech way back in 80's- and this particular piece was my favourite 😀,3,@C0ldWarrior,False,8 months ago,Hallowed Be Thy Name (2015 Remaster),0
Masterpiece of IRON MAIDEN.....,79,@jurejaklic614,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
It's enough...,0,@alexandrucondescu7413,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Lo.ve.  this ❤,0,@Spider-pz5kf,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Lycris : I′m waiting in my cold cell
When the bell begins to chime
Reflecting on my past life
And it doesn't have much time
′Cause at five o'clock
They take me to the gallows pole

The sands of time for me are running loooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooow

Running looooooooooooooooooooooooooooooooooooooooooooooooooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOW, yeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah

When the priest comes to read me the last rites
Take a look through the bars at the last sights
Of a world that has gone very wrong for me
Can it be that there's some sort of an error?
Hard to stop the surmounting terror
Is it really the end not some crazy dream?


Somebody please, tell me that I′m dreaming
It′s not easy to stop from screaming
But words escape me when I try to speak
Tears flow, but why am I crying?
After all I'm not afraid of dying
Don′t I believe that there never is an end?

As the guards march me out to the courtyard
Somebody cries from a cell, ""God be with you""
If there's a God why has he let me go?
As I walk my life drifts before me
And though the end is near I′m not sorry
Catch my soul, it's willing to fly away

Mark my words, believe, my soul lives on
Don′t worry now that I have gone
I've gone beyond to see the truth
When you know that your time is close at hand
Maybe then you'll begin to understand
Life down here is just a strange illusion

Yeah, yeah, yeah
Hallowed be Thy name
Yeah, yeah, yeah
Hallowed be Thy name

Yeah",2,@ThatsABait,False,11 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
Please read Qur'an to save u in next life. Quran is world of God.,0,@IrlanHakim-nm3sk,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
İts my first metal song🤘🤘🤘,0,@rzabinatl4725,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Miss you both everyday. You was truly the most caring, loving people anyone would ever be lucky to meet. Sorry I let you both down. Until we meet again. God bless you both 😢😢",3,@ScottUpton-jp4oj,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
god be with you brothers and sisters,1,@T0LLID0,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"How is he belting that tune is just crazy but awesome!
How long is that “low” note…f@ck what a good song!!!",3,@patrickrezek2921,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"Same here, one band I never tire of.❤",2,@CarlyDocherty-w3h,False,4 months ago,Hallowed Be Thy Name (2015 Remaster),0
"😢Welcome to Gboard clipboard, any text that you copy will be saved here.Welcome tj🎉rijo Gboard clipboard, a😂😮uny text that you copy will be saved here.🎉​ @CarlyDocherty-w3h ",0,@IsaacCameron-f8e,False,4 months ago,Hallowed Be Thy Name (2015 Remaster),0
Wooooooot! What a masterpiece! 🥳🙂,3,@albertlluisvila1251,False,1 year ago (edited),Hallowed Be Thy Name (2015 Remaster),0
i love this song,57,@henriquesccp15,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"The song is amazing, but the live version is so far beyond this",2,@camerondurham3923,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Someone dancing out of their casket 😎,1,@lnSignia,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Crazy song and riff,1,@fredericgagne4508,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Wanted,1,@urielazedin,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
the good LRON MANDEN,2,@Adamirfan417,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
100/💯 Points This Fucking Awesome Song!!!,10,@laiskaKasper,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
This song is fucking hard,3,@elpitilinesso463,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Awesome tune 40 years later!!,26,@rcbb5705,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
I was born in 1983 and I loved this music ever since I first heard it flying through town with my uncle Eddie Mahoney in his 69 charger.,1,@WilliamTaylor-zk7iw,False,11 months ago,Hallowed Be Thy Name (2015 Remaster),0
Rescripting Bible...come over,0,@faridabedin9244,False,1 year ago (edited),Hallowed Be Thy Name (2015 Remaster),0
"Better Live, scream for me Toronto. Peace ✌️ 😎",1,@alex79suited,False,1 year ago (edited),Hallowed Be Thy Name (2015 Remaster),0
I never tire out listening to this song,5,@angarag,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
iron maiden from russia with love!,7,@ВадимГайнутдинов-я4у,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"This, waisted years and rainmaker are the most underrated songs of all time.",15,@Slidezy,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"best vocal intro ever, honorable mention to ""the pot"" tool",0,@Slidezy,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
This and Wasted Years are extremely popular,2,@Skeletron7,False,2 months ago,Hallowed Be Thy Name (2015 Remaster),0
If you listen this song for infinity you will be never ever feel booring 🤘,0,@sifatislam9611,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
cries god be with you,0,@T0LLID0,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
THE SOLO IS FIREEE🔥🔥,2,@slarkii3351,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"""Very good Heavy Metal Music""",0,@azzamzamzam1822,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
One of the best bass lines ever,4,@StevenShera,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
You that still listening to this masterpiece in 2024 you are legend  ;..;,86,@Aroninho,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Learning to play it on guitar.,2,@blackcitadel37,False,10 months ago,Hallowed Be Thy Name (2015 Remaster),0
Bother I got it in tape... I know I'm part of the legend,0,@atomiccandyboy5756,False,9 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Seen them in Leeds last year finally, teenager dream coming through 24 years after I heard their rock in rio album back in 1999, we had loaded friend that could afford cd's, and we listened to it religiously, got to see them and metalica last year, 2 checks of my buckett list same year 👍",2,@krzysztofklimczak8297,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"I think it would be a good thing if I come here EVERY year to say how I like the vibes in this song, everything about it, the musicians and specially Bruce! All right, this gonna be my first time, haha! Make sure you guys try to do the same, these pops need endless continuous casual/true love! Bruce! Try not to die before me!!! You gonna see, mate!

Forgot to say THANKS to all the band! Thanks!!!",5,@OmOhm-gn7yz,False,1 year ago (edited),Hallowed Be Thy Name (2015 Remaster),0
THE BEST NUMBER ONE,4,@florinstratomir2333,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
The Best 😎👍🏻,0,@Cinema-technology,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Now i understand why i love iron miden... Because i love avenged sevenfold.... He he 😂😅,0,@Nonamehandlegaia,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
The best song Of IRON MAIDEN the MASTERS!!🤟,0,@HenriqueHernandezVazquez-ut2fn,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"So when you know that your time is close at hand, maybe you begin to understand,life down here is just a strange illusion 😢😢❤❤❤❤❤❤ greatest lines ever",3,@YathishShamaraj,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"Timeless, beautiful, nice, wonderful. Love the Maiden style so much.",0,@Frickler2000,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
This song is what got me through my drive.,0,@metalelbow13,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"Not sure if the best IM song, but certainly one of the best. <3",0,@simonetozzi7912,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Can’t smash the like button enough.,0,@achiltsompanos447,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
"For CLIVE BURR,RIP MAN,A GOOD DRUMMER AND RESPECT FOR NIVKO,OF COURSE,😢😢❤❤❤",0,@brunoBEGARANI-kx2ey,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Bruce Air Raid Siren Dickinson - YEAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,0,@donaldduck169,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
2:32-2:50 the best part,0,@victor-ik6jd,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
This was.my childhood song😂😂,0,@syedsyehzurisyedbahadzur4392,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
That snare during the solo is the purest bit of drums. Apart from that bit in Ancient Mariner.... Both fuckinf sublime.,0,@LNM0000,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
Fucking. Not fuckinf.....,0,@LNM0000,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
don't get any better than that,0,@Laurencewillan,False,1 year ago,Hallowed Be Thy Name (2015 Remaster),0
